Review,Score
"
	Доброго времени суток всем читающим. Уже пару месяцев являюсь преданным клиентом Альфа банка и решил полностью перейти на него. Месяц близился к концу и пришло время платить по квитанциям, однако я понятия не имел как это сделать. Именно поэтому я обратился за помощью в тех поддержку в мобильном приложении 20 января 2024 года в 16:45. В ту же минуту в 16:45 мне ответила оператор Ксения. Она рассказала мне что я могу оплатить квитанцию с кредитной карты. 

Для этого мне надо воспользоваться разделом платежи. Также Ксения обратила мое внимание что для моего удобства я могу отсканировать кьюар код и не вбивать данные вручную. Но так как я хотел оплатить именно по дебетовой карте Ксения рассказала мне что это делается абсолютно аналогично. Благодаря ее помощи я в тот же вечер оплатил все необходимые счета. Большое спасибо оператору Ксении за оперативность, быстрый и четкий ответ, подкованность в теме и вежливость, очень было приятно общаться, спасибо!!!
",5
"
	Недавно пробовала заказать кредитную карту 365 дней без процентов. По данным в интернете написано что если заказать карту в январе 2024 года, то будет бесплатное обслуживание навсегда. 
Что хочу сказать, при оформлении карты невозможно указать адрес доставки. Все время выскакивает сообщение ""Доставка на данный адрес невозможна. Выберите другой город"". 
Я тогда попробовала заказать карту через рефральную ссылку друга, там тоже была информация о том,  что бесплатно обслуживание навсегда, но и там было невозможно указать адрес доставки. 
Так как карта уже была предварительно одобрена, я решилась на последнюю попытку оформить карту через мобильное приложение, хотя там почему то про бесплатное обслуживание не было написано, но и там невозможно было указать адрес доставки! 
Других вариантов, например забрать карту в отделении, при оформлении не предлагалось.
 Я написала о проблеме в чат банка. Сотрудник чата как то оформила адрес доставки вручную, но очень удивилась о существовании акции ""бесплатное обслуживание навсегда"", якобы ее нет. Я предоставила скрины, которые делала при оформлении карты, где было это указано. Сотрудник чата помогла составить обращение в банк, чтобы мне предоставили эту услугу, обращение еще рассматривается, поэтому пока по данному поводу пока ничего сказать не могу. 
Но на этом проблемы не закончились. Вчера должен был приехать курьер с картой. Днем мы с ним предварительно созвонились и обговорили время когда мне будет удобно получить карту, но к назначенному времени курьер не приехал и не позвонил. 
Я позвонила курьеру сама, он извинился на задержку, сказал, что находится у другого клиента и приедет через час. Дело было в 18-33 вечера. 
Могу сказать, что когда я оформляла доставку карты через оператора чата, мне сказали, что карты доставляются только до 19-00. 
Я прождала курьера до 20-00, но он не позвонил и не приехал, я снова написала в чат поддержки, где мне после уточнения написали, что курьер не сможет приехать и предложили перенести доставку на другой день.
 Причины, почему курьер не приехал мне не озвучили, просто извинились за доставленные неудобства. Считаю, что сервис отвратительный и очень сильно не доработан.
",1
"
	Здравствуйте. Так как я педантичен, перфекционист и люблю порядок, после открытия брокерского счёта, в приложении на главном экране образовалась вакханалия - куча продуктов отвлекающих и не нужных для отображения. Попытался как-то скрыть – безрезультатно. Для помощи написал в чат 31 января, чтобы скрыли ненужные продукты. Оператор Мария прислала короткую инструкцию для скрытия счётов. Оказывается - это дело двух кликов. Отлично. Теперь у меня царит порядок на главном экране. Отличный интерфейс и функционал приложения! 
",5
"
	Доброе утро всем. Хочу поделиться профессионализмом оператора  чата Альфа-банка. 30 января решил уточнить на будущее будет ли списана плата после закрытия премиальной карты. Обратился в чат с данным вопросом. Оператор Татьяна изучила вопрос и буквально через 3 минуты предоставила ёмкий ответ на вопрос с подробным описанием, как закрыть карту ,чтобы комиссию не выставили. Не пришлось несколько раз один и тот же вопрос спрашивать и ждать долго.
",5
"
	Решил оформить карту Альфа Банка, попросил ссылку у друга, после покупки на 1000 рублей, должен был получить соответствующий бонус. Совершил покупку, ожидал бонус, но бонус так и не пришел. 

Написал в поддержку, оказывается, что по собственной глупости я упустил один важный момент, а именно то, что это обязательно должна быть ПЕРВАЯ покупка по карте. Я же сначала совершил покупку на меньшую сумму и только потом на нужную, поэтому в бонусе мне было отказано. Очень растроился, попросил консультанта создать обращение и решить проблему в качестве исключения. И был приятно удивлен. 

Банк вошел в положение и решил проблему в мою пользу. Спустя некоторое время бонус в размере 1000 рублей был начислен на мой счет. Хочу выразить благодарность Альфа Банку за его лояльность и клиентоориентированность. В ситуации, где вина была полностью на клиенте, они смогли сделать так, чтобы все остались довольны. 
",5
"
	Решила попробовать премиум сервис банка в декабре 23 года - подключается он по ссылке, а вот для отключения необходимо оставить обращение и дождаться звонка специального человека.
Обычно с банком у меня натянутые отношения, но тут приятно удивила поддержка в чате, а потом и звонок оператора Юлии: 
она ответила на все мои вопросы, не пыталась меня вынудить пользоваться дальше платным сервисом, но и рассказала про выпуск бесплатной карты, которую в дальнейшем можно будет подключить к премиум услугам, если я захочу ее вернуть.
Понравилось, что оператор был очень грамотный, с приятным голосом и понимающий, что сейчас большая редкость.
",5
"
	Мною была оформлена кредитная карта по реферальной ссылке друга. Должны были привезти 23 января, в итоге курьер связывается со мной и говорит что приехать не может, сломалась машина. Я вошел в положение, перенесли дату. Приехав сегодня днем, сфотографировав мои документы и дав на подпись договор, сказал что карта пока не прогружается в системе, и надо подождать немного и благополучно уехал. 

В итоге по прошествии нескольких часов я опять связываюсь с ним, на что он говорит , чтобы подождали до утра. Я , являюсь клиентом многих банков, вижу такое впервые. Звоню на горячую линию, где оператор мне говорит , что номер не загрузил сотрудник, который к вам приезжал, и надо ехать в отделение. Вы серьезно?!! Она извиняется, но мне этих извинений не нужно..... Прошу соединить с тем , кто больше компетентен в этом вопросе, в итоге составляют какое то заявление, и на вопрос есть ли еще какие то вопросы, я отвечаю да, просто положили трубку. Сказать, что я в шоке,это ничего не сказать....

Такого хамства , тем более со стороны банка, я не ожидал, и это даже не укладывается в голове! Буду размещать свой отзыв на всех возможных ресурсах ... абсолютно некомпетентные сотрудники. Сфотографировали паспорт, документы ... буду обращаться везде по поводу таких неправомерных действий....уже даже не понимают, что творят
",1
"
	Хочу выразить благодарность службе поддержки Альфа-Банка за их профессионализм и оперативность. 

30.01.2024 в 22:16 написал в чат с вопросом про лимиты переводов по СБП с услугой Бесплатные Переводы. Ко мне в чат подключилась оператор Мария и уже через минуту дала ответ на мой вопрос. Был приятно удивлен скоростью ответа. Спасибо сотрудникам поддержки Альфа Банка за такое классное отношение к клиентам. Буду рекомендовать Альфа Банк всем своим друзьям и знакомым!
",5
"
	Хотел бы рассказать о своём впечатлении о работе службы поддержки Альфа Банка. 

30.01.2024 в 20:51 написал в чат с вопрос про лимиты снятия наличных в банкомате. В чат подключилась оператор Арина и через минуту уже дала ответ на мой вопрос. Приятно удивил тот факт, что ответа не пришлось долго ждать. При возникновении любых вопросов операторы всегда готовы прийти на помощь и это очень радует, чувствуешь себя намного уверенней. Однозначно буду рекомендовать Альфа Банк своим друзьям и знакомым
",5
"
	Хотел бы поделиться своим впечатлением о работе службы поддержки Альфа-Банка. 

30.01.2024 в 20:11 обратился в чат с вопросом про лимиты переводов по СБП. Ко мне в чат присоединилась оператор Вероника и уже через минуту дала ответ. Очень понравилось, что ответа не пришлось долго ждать. Будучи клиентом Альфа Банка, то можешь быть уверен, что при любом вопросе или проблеме тебе помогут в кратчайшие сроки. Однозначно рекомендую Альфа Банк.
",5
"
	Хотел бы рассказать о своём опыте обращения в службу поддержки Альфа Банка. 

30.01.2024 в 17:54 написал в чат с вопросом про то, как работает обычный кэшбек и суперкэшбек, если категории совпадут. В чат подключилась вежливая оператор Оксана и всё понятно мне расписала. Также приятно удивил тот факт, что мой вопрос был решён всего за пару минут. Однозначно рекомендую Альфа Банк всем, кто ищет качественный и надёжный банк.
",5
"
	Недавно мне пришлось обратиться в службу поддержки Альфа-банка и я хотел бы поделиться своим впечатлением. 

29.01.2024 в 19:02 написал в чат с вопросом про то, где мне скачать выписку по движению средств по моему счёту. В чат сразу же подключился оператор Данила и всё в подробностях мне расписал. Очень понравилось, что вопрос был решёл довольно быстро и то, что ответ оператора был максимально понятным и мне не пришлось что-либо переспрашивать. Вообщем, я очень доволен работой службы поддержки Альфа Банка и однозначно буду рекомендовать этот банк своим знакомым.
",5
"
	Неделю назад, 24 января получил дебетовую карту. При получении мне показали как крутить барабан в акции супер-кэшбек. В этой акции каждый месяц тебе выпадает кэшбек на какую-то одну категорию товаров. Мне выпала категория - спорттовары. Возник вопрос - как можно понять, что по покупке в каком-то магазине я попаду в категорию и получу кэшбек. 

В 00:31, 30 января 2024 года, оператор чата по имени Светлана ответила на мой вопрос, что кэшбек по спорттоварам выдаётся на покупки с тремя МСС кодами и написала 3 4-значных кода. 
Я спросил что вообще такое МСС код. Сотрудница ответила, что МСС - это код торговой точки, определяющий её тип деятельности. Он определяется через настройку платёжного терминала и устанавливает его сама торговая точка. 
А найти код точки можно в истории для каждой покупки. Я спросил как определить код до покупки. Светлана сказала, что его можно уточнить у самой торговой точки. 
Хочу сказать большое спасибо Светлане за профессионализм и четкое объяснение, которое помогло разобраться как это работает.
",5
"
	Добрый вечер ! 

Стал актуальным вопрос по поводу срока действия карт, то есть самого пластика. В связи с событиями в стране многте банки , несмотря на срок действия указанного на карте, сделали свои карты бессрочными, чтобы не менять пластик. Важно было понимать, как дела обстоят в Альфа-банке с этим. Уточняла я данный вопрос в чате, где удобнее всего. 

написала 30.01.2024 в 18:54 в чат, сразу откликнулась специалист Алёна, ответила, что продлили работоспособность карт до 28 декабря 2028, перевыпуск не требуется. Спасибо за быструю и точную информацию. Как всегда всё чётко и по делу. Спасибо за понимание. 
Скрины общения направила по почте responses@banki.ru со ссылкой на отзыв.
",5
"
	Добрый вечер. Я клиент Альфа-банка. Постоянно пользуюсь картой банка для оплаты и получаю за это кэшбэк. Сейчас становится популярным платежи по QR-коду и СБП. Обратилась в поддержку банка что бы выяснить начисляется ли кэшбэк за оплату этими способами. 30 января в 23:45 на связь вышел оператор Артем, который объяснил мне, что за оплату данными способами кэшбэк не начисляется. Всегда думал что кэшбэк начисляют за любую оплату. Спасибо Артему после его консультации стало понятно что этот способ будет без кэшбэка. Спасибо оператору за помощ!


",5
"
	Хочу выразить благодарность оператору онлайн-чата Роману. Спустя всего пару минут после моего запроса в чат со мной связались и подробно проконсультировали по интересующему меня вопросу: закрытию одной из карт Альфа-банка и всеми вытекающими условиям. Роман подробно ответил на мой запрос, я уяснила для себя как лучше поступить в данной ситуации. Хочу поблагодарить банк за всегда оперативную обратную связь и Романа за консультацию!
",5
"
	30 января 2024г в 21:22 я обратился за помощью в онлайн-чат альфа банка, мне нужно было срочно узнать, подключены ли на моей дебетовой карте платные услуги. Оператор Ольга быстро помогла мне с этим и буквально за пару минут передала информацию, сообщив, что платные услуги у меня не подключены. 

В очередной раз пишу положительный отзыв и радуюсь, насколько быстро и качественно оказывается поддержка клиентов в чате приложения. Однозначно рекомендую чат-поддержку Альфа-банка! 
",5
"
	Я был очень доволен обслуживанием в Альфа банке, особенно благодаря вежливости оператора Альбины. Когда я написал, чтобы узнать, где находятся ближайшие банкоматы, Альбина внимательно выслушала мою просьбу и незамедлительно предоставила мне всю необходимую информацию. Ее профессионализм и терпение в общении были по-настоящему впечатляющими.

Она дала мне точные указания о том, как я могу посмотреть где находятся ближайшие банкоматы. Я приятно удивлен отзывчивостью и профессионализмом Альбины, а также общим уровнем обслуживания в Альфа банке.

Я определенно рекомендую его всем, кто ищет надежное и профессиональное банковское учреждение.

",5
"
	Хочу поделиться своим впечатлением о работе службы поддержки Альфа-Банка. Когда у меня возник вопрос по моей банковской карте, я обратилась за помощью. 29.01.2024 в 18:35 написала в чат с вопросом про то, какая комиссия сейчас за перевод по номеру карты. В чат подлючилась оператор Ксения и всё мне подробно расписала. Также понравилось, что ответ я получила буквально за пару минут. Вообщем, однозначно могу порекомендовать Альфа Банк всем, кто ценит качество и время!
",5
"
	Здравствуйте. 
По ссылке друга решила заказать себе дебетовую карту Альфа Банка. Курьер привез мне карту и вместе с ней через приложение привязал к этой Дебетовой карте кредитный счет **7637 без моего волеизъявления. 
Теперь из-за такого отношения буду вынуждена отказаться от всех продуктов банка и в том числе уже ранее офрмленной кредитной карты и открытого счета. 
",1
"
	Уважаемый Альфа-Банк, проведите, пожалуйста, обучение своих операторов, потому что один из них сказал мне, что снятие денег с кредитной карты (в пределах 50 000 в месяц) без комиссии допускается в любых банкоматах любых банков. 

Вот сегодня я попытался снять деньги в банкомате ВТБ. К счастью, банкомат завис, снять деньги не удалось. Хорошо, рядом был сотрудник этого банка, который посоветовал также уточнить, есть ли комиссия за снятие с кредитной карты. 

Представьте, даже у сотрудника другого банка возникли сомнения в том, что можно снимать с кредитки альфа-банка деньги с комиссии в любых банкоматах. И затем на сайте я нахожу инфомацию, что снятие с кредитки беспланое только у банков партнеров. 

То есть я легко мог сегодня попасть на больную комиссию из-за некомпетентности операторов. Клиентам Альфа-Банка советую перепроверять слова операторов. Хотя бы дважды писать один и тот же вопрос в разных местах. Например, задать вопрос в чате в онлайн-банке и тот же вопрос в соцсети В***. Только так есть шанс получить истину. Альфа, займитесь обучением операторов.
",1
"
	Заказала себе Дебетовую карту Альфа банка, и 28.01.2024 года представитель Алексей доставил карту на мой адрес во время. Т.к. я новый пользователь банка, у меня было несколько вопросов по карте и мобильному приложению. Алексей всё доступно мне объяснил как пользоваться приложением и по моей просьбе помог отключить платные услуги. Спасибо за внимательное отношение. 
",5
"
	Я оформил заявку на кредитную карту в приложении, после которой по всем каналам связи: уведомление в приложении, в смс, робот по телефону, пришли сообщения, что карта одобрена и ждет выдачи, даже можно выбрать место получения или доставку курьером. Все отлично, но вот только после 2х(!) часов ожидания в ""коворкинг"" отделении, я узнаю что все эти уведомления и сообщения ничего не значат и мы будем снова подавать заявку заново и это нормальная практика в этом банке, а так как уже поздно, то приходите завтра. А если я выберу курьера, то он привезет карту, но все равно направит в офис. это сюр!
Отдельная печаль что отделение работает с 9 до 18, сб-вс выходной, что очень удачно совпадает с БОЛЬШИНСТВОМ рабочих графиков у БОЛЬШИНСТВА людей. Работает пару сотрудников, которые естественно не успевают всех обслужить. Хочется ""посоветовать""-ну Вы либо расширяйтесь, либо увеличивайте время работы, а не заставляйте нервничать ваших же клиентов очередями и толкучкой, как в поликлинике. И это современный технологичный банк!?
Вообщем совершенно дикая процедура выдачи кредитных продуктов с псевдообрением и обычной заманухой в офисы. Такого нет ни в одном банке!(обслуживаюсь в 9). Обидная деградация Альфа-банка в сторону агресовного маркетинга, а не улучшения сервиса
",1
"
	
В ноябре 2023 года из приложения Альфа бизнес предоставила ссылку ООО по программе ""пригласите друзей"" для РКО. ООО уточняли у сотрудника банка про партнёрскую программу. В итоге был выбран вариант ""пригласите друга"". Сотрудница банка вызвалась помочь всё оформить. По итогу я ТРИЖДЫ присылала ссылку на заполнение анкеты. Сотрудница контролировала процесс. 29 ноября был подписан договор между банком и ООО. 

20 декабря должны были поступить бонусы мне, как ""пригласившей друга"", и самому ""другу"". Бонусы не поступили никому. 22 декабря обратилась в чат по вопросу начисления бонусов. 27 декабря был получен ответ: ""Пишу вам по поводу  запроса на специалистов, от них поступил ответ, ""Выплаты не было т.к у клиента на момент перехода по ссылке была актуальная заявка на открытие счета.""
Откуда взялась заявка не смогли объяснить. Сотрудница банка ответила, что по данной заявке никто не получил вознаграждение. 
29 декабря прошу в чате пояснить ситуацию и предоставляю скриншоты переписки с ООО.
30 декабря по просьбе банка предоставляю контакты и скриншоты переписки с сотрудницей банка. Банк просит время на уточнение.
Не получив никакого ответа, в оговоренные банком сроки, 10 января уточняю о результатах проверки. 11 января получаю ответ ""Ваш вопрос передала на контроль ответственному эксперту для его оперативного решения. С вами обязательно свяжутся в течение сегодняшнего, крайний срок - не позднее следующего рабочего дня.""
24 января вновь пишу в чат. За весь этот период со мной никто не связывался из представителей банка. Очередная отписка и просьба дать время для уточнения информации.
По итогу приходит опять ""Повторно проверили информацию по вашему обращению — баллы начислить не сможем. На момент перехода по ссылке уже была сформирована актуальная заявка на открытие счёта. Она была передана в банк раньше, чем приглашённый клиент перешел по ссылке друга. Извините за неудобства. С уважением, Альфа-Банк"". Никакого ответа на то откуда взялась заявка, как же так получилось ведь ТРИЖДЫ сотрудница банка что-то там подкрепляла и проверяла я не получила.
Пообщалась с партнёрами/клиентами/поставщиками на эту тему. Выяснилось, что не у меня одной вот так случилось, что нет обещанных баллов.
Буду ли я рекомендовать банк? Конечно же нет. Раз банк так дорожит своими клиентами, то ещё очень хорошо подумаю оставаться ли на обслуживании у данного банка. 

",1
"
	В Альфа банке проходят интересные акции, такие как Киберпонедельник. Акция проходила с пятницы по понедельник. При выполнении условий акции, купив у партнёров банка онлайн продукцию из определенного списка от 500 руб., банк пообещал вернуть 100% кэшбэка на сумму 500 руб. плюс кэшбэк партнёра. 

Но возникли вопросы. Сделав всё, как описано, Альфа банк вернул только 5% при покупке в Летуаль на сумму 545 руб. Обратился в чат в приложении с уточнениями 29.01 в 22:19. Оператор Светлана уточнила всю информацию и сомнения рассеялись. Оказывается, что 5% возвращается сразу, а 500 рублей банк вернет кэшбэком 10 февраля, совместно с остальным кэшбэком за январь. Отличная акция, побольше бы таких

Купил на 545 руб., а вернут 505 руб.
",5
"
	В мае 2023 года получил кредитную карту, которая на год. Перед этим предварительно консультировался по льготному периоду. При получении кредитной карты мне была навязана услуга страхования, которая списывалась с меня по сей день. Точнее, не навязана, а подключена без моего ведома. 

При обращении в банк я получил ответ, что каким-то образом мной договор страхования был все таки подписан. Далее выяснилось каким образом. При получении кредитной карты у представителя банка - документы подписываются электронно, поступает смс-код (якобы подпись твоя), у данного банка для подписания кредитного договора и договора страхования поступает один и тот же код. Т.е. одним кодом подписывается два документа. 

По услуге страхования меня спросил представитель ""Будете подключать?"", на что мной был дан ответ ""Нет"". Представитель банка, Б-кин Владимир А., без моего ведома с одним и тем же смс-кодом подписал и договор страхования (ведь код один), что собственно говоря видно в договоре страхования и кредитном договоре. Банк мне мои денежные средства отказался вернуть, поскольку якобы мной был подписан договор.

О данной услуге я не знал, ведь мне даже не рассказали о стоимости услуги. Даже если опустить факт стоимости услуги, то поднимем факт того, что при подключении данной услуги оказывается пропадает годовой льготный период. По факту произошли обманные действия со стороны банка, а я остался с большой задолженностью и потерянными деньгами (которые я вносил ежемесячно). Крайне не рекомендую данный банк из-за произошедшей ситуации, так ещё и не идут на встречу по решению данной проблемы. Произошел ФРОД, который банк поощряет своим сотрудникам. Параллельно сейчас буду обращаться в ЦБ. 
",1
"
	Не так давно оформил дебетовую карту данного банка, отличное обслуживание, а главное каждый месяц выходят акции в пользу клиентов. Я неоднократно обращался в банк, где мне всегда помогали с той или иной проблемой. 

26.01.2024 в интернете я увидел, что запустили новую акцию ""Киберпонедельник"". Я прочитал условия и хотел уже было заказывать, как у меня назрел вопрос о покупке товаров. Я немедленно обратился в онлайн-чат, где мне быстро помогли и подробно обьяснили. После обращения, я выполнил условия, строго по регламенту. 

Какой раз уже банк радует, не жалею, что оформил их продукт. На почту направил скриншоты из онлайн чата банка.
",5
"
	Мой отзыв, конечно же, не будет зачтен, как проверенный, дабы не портить рейтинг этим товарищам с красной символикой, возможно даже будет удален сотрудниками сайта Банки.ру, т к я привожу реальные доказательства того, что Альфа-банк занимается обманом клиентов, но я верю, что кому-то мой отзыв поможет не совершить ошибку и «не купиться» на рекламу этого «банка». 

И так: реклама «ЛЕГЕНДАРНОЙ» кредитной карты «100 дней без %» и рассказ сотрудника банка по телефону про условия этой карты были столь заманчивы, что я заказала её. Прямо во время телефонного разговора сотрудник банка сумел подписать несколько документов моей электронной подписью. Свое кодовое слово я не знала (ну не помнила я его). 

О подписании документов в разговоре не было и речи. Поэтому при получении карты в офисе банка я стала спрашивать у сотрудника документы для подписания. На что мне был дан четкий ответ: «Документов нет». Они, конечно же появились позднее, пусть не в полном объеме, но что-то мне показали спустя 2 месяца, что-то через полгода, когда я уже начала судиться с ними. 

Самое невероятное, что сам Договор кредитования мне до сих пор оказываются не то что выдать, а даже показать. Так, буквально вчера зам. директора офиса мне сказала, что НЕ МОЖЕТ выдать мне мой договор кредитования, т к он был подписан электронной подписью. Круто, верно? Какой еще банк кроме Альфа-банка способен на такое? 

А теперь условия «Легендарной кредитной карты Альфа-банка»: 60% годовых с первого же дня на снятие наличных + комиссия банкомата при каждой операции снятия+ комиссия с суммы снятия наличных; 0 дней льготный период на совершенные покупки, если было снятие наличных- 40% годовых по операциям покупок + годовое обслуживание этой замечательной «Легендарной» кредитной карты. Понятно, что такую карту можно выдать только обманом, а затем 4 месяца Альфа-банк не отвечает на мою претензию, в которой написано: «Прослушайте телефонный разговор с сотрудником, и сразу обман станет явным». 

Не только полный игнор со стороны Альфа-банка, но и лживые отписки и ответы, о том, что я сама захотела именно эту «Легендарную» кредитную карту. А затем судебные заседания, на которые Ответчик- Альфа-банк не желал являться, объяснив это тем, что не получал Искового заявления – Исковое заявление с отметкой «принято банком» лежало на столе у судьи. А еще и оказание психологического давления на Истца, т е на меня в виде постоянных звонков с требованием денег. 

Звонили часто, нарушали закон о частоте звонков, их целью было «сломать» меня. А я выиграла суд и 07.04.2023 было вынесено решение в мою пользу, т к аудиозапись разговора с сотрудником банка является доказательством в суде. 

Альфа-сотрудники подали апелляцию, даже хвалились в ней перечнем выигранных дел с теми клиентами банка, кого они смогли обмануть, и кто не смог доказать обман с подменой условий кредитной карты. Снова проиграли - 16.11.2023 Областной суд вынес решение в мою пользу и обязал Альфа-банк отменить начисленные мне 60% годовых по кредитной карте и выплатить моральный ущерб и штраф за нарушение Закона о защите прав потребителей. 

Прошло 2,5 месяца. Альфа-банк не только не выплатил мне ни копейки, но даже до сих пор не отменил 60% годовых, т е я как должна была им на 07.04.2023 примерно 50 тысяч руб, так и до сих пор их должна. Причем, они же «добрые» - они предлагали мне платить им частыми 7 лет! И заплатить им за их аферу примерно 190 тысяч рублей! И это правда! у меня есть аудиозапись разговора с сотрудником банка – я это легко могу доказать. 
",1
